Nothing,0,2,-83.47578040219426
Nothing,1,2,-84.235125089615934
picker0,2,5,-15.714822020050233
picker0,3,5,-15.337962486590781
picker0,4,5,-16.152711205971709
picker0,5,9,-16.119190168436315
picker0,6,9,-15.726891683469999
picker0,7,9,-14.915054257723254
picker0,8,9,-14.492072721009121
picker0,9,9,-13.280205363327523
picker0,10,9,-12.863930120367227
picker0,11,9,-12.150490261427079
picker0,12,11,-11.802092852121232
picker0,13,11,-11.122426860392919
picker0,14,13,-10.409533635668309
picker0,15,13,-9.7843334591472892
picker0,16,13,-9.1840302411391104
picker0,17,13,-8.7019214891483596
picker0,18,13,-8.2261089900856614
picker0,19,15,-7.8319644665335186
picker0,20,15,-7.2651199511839737
picker0,21,19,-6.190399681072404
picker0,22,19,-6.6283921175240135
picker0,23,19,-6.061476187474665
picker0,24,19,-6.0414610108719673
picker0,25,17,-6.0477701030970605
picker0,26,17,-6.1098584120694186
picker0,27,19,-6.5645380473519008
picker0,28,21,-7.2833207898978101
picker0,29,25,-7.9711665012194626
picker0,30,27,-8.8662379025779874
picker0,31,27,-8.1957570004013878
picker0,32,27,-9.8609835707783873
picker0,33,27,-10.915728233512427
picker0,34,27,-12.72054974933924
picker0,35,27,-13.79175698743698
picker0,36,29,-16.128647612704295
picker0,37,29,-16.018440952747333
picker0,38,31,-16.525231550320676
picker0,39,37,-16.595226307005692
picker0,40,45,-15.513860553232082
picker0,41,49,-15.579757720419803
picker0,42,49,-14.684149827967579
picker0,43,49,-13.424727458267022
picker0,44,51,-12.330296632245213
picker0,45,51,-11.213219720327015
picker0,46,51,-10.914499268943965
picker0,47,53,-10.702310964090637
picker0,48,57,-11.159306835670741
picker0,49,59,-11.237005308880562
picker0,50,59,-11.792250046292935
picker0,51,61,-12.245255331007222
picker0,52,61,-12.769913731200903
picker0,53,63,-12.331782508549422
picker0,54,63,-12.337252493826814
picker0,55,63,-11.145872127013467
picker0,56,63,-10.747301290037869
picker0,57,61,-9.6578637973140395
picker0,58,59,-8.7476110468366173
picker0,59,57,-8.4302089544122012
picker0,60,57,-6.9932194928440241
picker0,61,55,-5.8204810229184227
picker0,62,55,-5.859577401582432
picker0,63,55,-4.8827170319213655
picker0,64,53,-4.047714158328743
picker0,65,53,-3.4052992832355327
picker0,66,49,-2.9357541576154556
picker0,67,49,-2.4832167512048517
picker0,68,49,-2.3417237251756489
picker0,69,49,-2.4623971631450816
picker0,70,47,-2.6741163612472336
picker0,71,47,-2.2180376936905355
picker0,72,45,-2.2258386686347502
picker0,73,47,-2.2167110330555566
picker0,74,47,-2.2949642786074564
picker0,75,47,-2.5013722207125726
picker0,76,47,-2.9049604278342591
picker0,77,45,-3.9080923468867295
picker0,78,45,-5.1136679968248933
picker0,79,45,-7.0414953771350017
picker0,80,45,-9.066771747019434
picker0,81,43,-8.2363243820852023
picker0,82,43,-7.9693679841293434
picker0,83,41,-7.8859935497382176
picker0,84,41,-7.6562421199761399
picker0,85,41,-7.890808273687024
picker0,86,39,-8.2766319802462505
picker0,87,39,-8.0866376739784673
picker0,88,39,-7.9046513821990905
picker0,89,37,-7.5155637612140618
picker0,90,37,-7.1902375637287008
picker0,91,35,-6.9040796654622492
picker0,92,35,-6.5362468565450857
picker0,93,35,-6.4807320461250084
picker0,94,33,-6.2809823875473416
picker0,95,33,-6.1324913463224409
picker0,96,33,-6.1359831007897494
picker0,97,31,-6.2078586222773948
picker0,98,31,-6.3026860478981366
picker0,99,31,-6.0877277271613561
picker0,100,31,-6.2018128476866279
picker0,101,31,-6.5900442458294757
picker0,102,31,-6.9972518385847895
picker0,103,27,-7.6223360752328944
picker0,104,25,-8.1671914276558208
picker0,105,25,-8.6979094405247519
picker0,106,25,-10.155801097540051
picker0,107,25,-11.6753107397495
picker0,108,27,-12.675958983460111
picker0,109,29,-14.268567580178102
picker0,110,29,-15.512063707075004
picker0,111,29,-16.579274403178836
picker0,112,29,-16.715019264508772
picker0,113,31,-17.80585595368651
picker0,114,33,-16.943001071509507
picker0,115,35,-17.557995337731562
picker0,116,35,-16.726738997143975
picker0,117,35,-16.303352730647052
picker0,118,35,-16.302207293487214
picker0,119,33,-16.743204398790144
picker0,120,33,-16.266695421766851
picker0,121,31,-17.13729174511942
picker0,122,31,-16.954066882778491
picker0,123,29,-17.239999169133142
picker0,124,29,-16.938807907951279
picker0,125,29,-16.597300902985793
picker0,126,27,-16.228782573419931
picker0,127,23,-15.296398138691929
picker0,128,23,-14.730252175424347
